廣韻韻部順序&廣韻韻部原貌(調整前),小韻序,上字,下字,中古拼音(polyhedron 版),廣韻字頭(覈校後),小韻內字序
上32晧,1717,徒,晧,daux,𨱵,7
上32晧,1718,奴,晧,naux,堖,1
上32晧,1718,奴,晧,naux,腦,2
上32晧,1718,奴,晧,naux,𠜶,3
上32晧,1718,奴,晧,naux,惱,4
上32晧,1718,奴,晧,naux,碯,5
上32晧,1718,奴,晧,naux,𨱵,6
上32晧,1718,奴,晧,naux,㺁,7
上32晧,1718,奴,晧,naux,𧳦,8
上32晧,1718,奴,晧,naux,㛴,9
上32晧,1719,蘇,老,saux,㛮,1
上32晧,1719,蘇,老,saux,嫂,2
上32晧,1719,蘇,老,saux,㛐,3
上32晧,1719,蘇,老,saux,燥,4
上32晧,1719,蘇,老,saux,埽,5
上32晧,1719,蘇,老,saux,掃,6
上32晧,1719,蘇,老,saux,䕅,7
上32晧,1720,都,晧,taux,倒,1
上32晧,1720,都,晧,taux,擣,2
上32晧,1720,都,晧,taux,㨶,3
上32晧,1720,都,晧,taux,島,4
上32晧,1720,都,晧,taux,禂,5
上32晧,1720,都,晧,taux,䮻,6
上32晧,1720,都,晧,taux,檮,7
上32晧,1720,都,晧,taux,禱,8
上32晧,1720,都,晧,taux,㿒,9
上32晧,1720,都,晧,taux,壔,10
上32晧,1720,都,晧,taux,懤,11
上32晧,1721,采,老,chaux,草,1
上32晧,1721,采,老,chaux,艸,2
上32晧,1721,采,老,chaux,懆,3
上32晧,1721,采,老,chaux,慅,4
上32晧,1721,采,老,chaux,騲,5
上32晧,1721,采,老,chaux,𠹊,6
上32晧,1721,采,老,chaux,愺,7
上32晧,1722,子,晧,caux,早,1
上32晧,1722,子,晧,caux,澡,2
上32晧,1722,子,晧,caux,藻,3
上32晧,1722,子,晧,caux,薻,4
上32晧,1722,子,晧,caux,𧎮,5
上32晧,1722,子,晧,caux,蚤,6
上32晧,1722,子,晧,caux,䲃,7
上32晧,1722,子,晧,caux,璪,8
上32晧,1722,子,晧,caux,璅,9
上32晧,1722,子,晧,caux,棗,10
上32晧,1722,子,晧,caux,繰,11
上32晧,1722,子,晧,caux,繅,12
上32晧,1723,昨,早,zaux,皁,1
上32晧,1723,昨,早,zaux,𦯑,2
上32晧,1723,昨,早,zaux,造,3
上32晧,1723,昨,早,zaux,艁,4
上32晧,1724,古,老,kaux,暠,1
上32晧,1724,古,老,kaux,𣓌,2
上32晧,1724,古,老,kaux,杲,3
上32晧,1724,古,老,kaux,稾,4
上32晧,1724,古,老,kaux,藁,5
上32晧,1724,古,老,kaux,夰,6
上32晧,1724,古,老,kaux,縞,7
上32晧,1724,古,老,kaux,槀,8
上32晧,1724,古,老,kaux,㚖,9
上32晧,1724,古,老,kaux,菒,10
上32晧,1724,古,老,kaux,𥓖,11
上32晧,1725,呼,晧,haux,好,1
上32晧,1725,呼,晧,haux,𡚽,2
上32晧,1726,武,道,maux,蓩,1
上32晧,1726,武,道,maux,䓮,2
上32晧,1726,武,道,maux,媢,3
上32晧,1726,武,道,maux,𠔼,4
上32晧,1727,博,抱,paux,寶,1
上32晧,1727,博,抱,paux,珤,2
上32晧,1727,博,抱,paux,保,3
上32晧,1727,博,抱,paux,𡥀,4
上32晧,1727,博,抱,paux,堢,5
上32晧,1727,博,抱,paux,堡,6
上32晧,1727,博,抱,paux,褓,7
上32晧,1727,博,抱,paux,緥,8
上32晧,1727,博,抱,paux,鴇,9
上32晧,1727,博,抱,paux,葆,10
上32晧,1727,博,抱,paux,駂,11
上32晧,1727,博,抱,paux,䎂,12
上32晧,1727,博,抱,paux,宲,13
上32晧,1727,博,抱,paux,賲,14
上32晧,1727,博,抱,paux,𠤏,15
上32晧,1728,烏,晧,qaux,襖,1
上32晧,1728,烏,晧,qaux,镺,2
上32晧,1728,烏,晧,qaux,懊,3
上32晧,1728,烏,晧,qaux,䐿,4
上32晧,1728,烏,晧,qaux,芺,5
上32晧,1728,烏,晧,qaux,䴠,6
上32晧,1728,烏,晧,qaux,媼,7
上32晧,1728,烏,晧,qaux,燠,8
上32晧,1728,烏,晧,qaux,夭,9
上32晧,1728,烏,晧,qaux,㤇,10
上32晧,1728,烏,晧,qaux,郩,11
上32晧,1728,烏,晧,qaux,蝹,12
上32晧,1728,烏,晧,qaux,䯠,13
上32晧,1728,烏,晧,qaux,𪁾,14
上32晧,1729,苦,浩,khaux,考,1
上32晧,1729,苦,浩,khaux,攷,2
上32晧,1729,苦,浩,khaux,栲,3
上32晧,1729,苦,浩,khaux,槀,4
上32晧,1729,苦,浩,khaux,祰,5
上32晧,1729,苦,浩,khaux,洘,6
上32晧,1729,苦,浩,khaux,燺,7
上32晧,1729,苦,浩,khaux,丂,8
上32晧,1729,苦,浩,khaux,䯪,9
上32晧,1729,苦,浩,khaux,薧,10
上32晧,1730,五,老,ngaux,𦽀,1
上32晧,1730,五,老,ngaux,𩑤,2
上33哿,1731,古,我,kax,哿,1
上33哿,1731,古,我,kax,舸,2
上33哿,1731,古,我,kax,笴,3
上33哿,1731,古,我,kax,𥰮,4
上33哿,1732,千,可,chax,瑳,1
上33哿,1732,千,可,chax,䰈,2
上33哿,1732,千,可,chax,硰,3
上33哿,1733,丁,可,tax,嚲,1
上33哿,1733,丁,可,tax,䯬,2
上33哿,1733,丁,可,tax,哆,3
上33哿,1733,丁,可,tax,癉,4
上33哿,1733,丁,可,tax,䫂,5
上33哿,1734,蘇,可,sax,縒,1
上33哿,1734,蘇,可,sax,娑,2
上33哿,1734,蘇,可,sax,褨,3
上33哿,1735,徒,可,dax,爹,1
上33哿,1735,徒,可,dax,柁,2
上33哿,1735,徒,可,dax,舵,3
上33哿,1735,徒,可,dax,陊,4
上33哿,1735,徒,可,dax,袉,5
上33哿,1735,徒,可,dax,拕,6
上33哿,1735,徒,可,dax,沱,7
上33哿,1735,徒,可,dax,𣵻,8
上33哿,1735,徒,可,dax,詑,9
上33哿,1736,五,可,ngax,我,1
上33哿,1736,五,可,ngax,騀,2
上33哿,1736,五,可,ngax,𩒰,3
上33哿,1736,五,可,ngax,㧴,4
上33哿,1736,五,可,ngax,硪,5
上33哿,1737,吐,可,thax,袉,1
上33哿,1738,來,可,lax,㰁,1
上33哿,1738,來,可,lax,𨬅,2
上33哿,1738,來,可,lax,攞,3
上33哿,1738,來,可,lax,砢,4
上33哿,1738,來,可,lax,㦬,5
上33哿,1738,來,可,lax,曪,6
上33哿,1738,來,可,lax,𣂞,7
上33哿,1738,來,可,lax,剆,8
上33哿,1738,來,可,lax,𠻡,9
上33哿,1739,奴,可,nax,橠,1
上33哿,1739,奴,可,nax,娜,2
上33哿,1739,奴,可,nax,㡅,3
上33哿,1739,奴,可,nax,𢄴,4
上33哿,1739,奴,可,nax,那,5
上33哿,1739,奴,可,nax,袲,6
上33哿,1740,胡,可,ghax,荷,1
上33哿,1740,胡,可,ghax,何,2
上33哿,1741,虛,我,hax,㰤,1
上33哿,1741,虛,我,hax,㗿,2
上33哿,1741,虛,我,hax,㪃,3
上33哿,1741,虛,我,hax,㪋,4
上33哿,1741,虛,我,hax,𩑸,5
上33哿,1742,枯,我,khax,可,1
上33哿,1742,枯,我,khax,岢,2
上33哿,1742,枯,我,khax,軻,3
上33哿,1742,枯,我,khax,坷,4
上33哿,1743,烏,可,qax,𨵌,1
上33哿,1743,烏,可,qax,椏,2
上33哿,1743,烏,可,qax,𣘨,3
上33哿,1743,烏,可,qax,妸,4
上33哿,1743,烏,可,qax,娿,5
上33哿,1743,烏,可,qax,㫊,6
上33哿,1743,烏,可,qax,𧙃,7
上33哿,1744,臧,可,cax,左,1
上33哿,1744,臧,可,cax,㝾,2
上33哿,1744,臧,可,cax,𠂇,3
上34果,1745,古,火,kuax,果,1
上34果,1745,古,火,kuax,菓,2
上34果,1745,古,火,kuax,猓,3
上34果,1745,古,火,kuax,輠,4
上34果,1745,古,火,kuax,鐹,5
上34果,1745,古,火,kuax,划,6
上34果,1745,古,火,kuax,裹,7
上34果,1745,古,火,kuax,蜾,8
上34果,1745,古,火,kuax,惈,9
上34果,1745,古,火,kuax,䴹,10
上34果,1745,古,火,kuax,粿,11
上34果,1746,丁,果,tuax,埵,1
上34果,1746,丁,果,tuax,鬌,2
上34果,1746,丁,果,tuax,挆,3
上34果,1746,丁,果,tuax,𦀉,4
上34果,1746,丁,果,tuax,朵,5
上34果,1746,丁,果,tuax,朶,6
上34果,1746,丁,果,tuax,綞,7
上34果,1746,丁,果,tuax,揣,8
上34果,1746,丁,果,tuax,鍺,9
上34果,1746,丁,果,tuax,𨹄,10
上34果,1746,丁,果,tuax,䤪,11
上34果,1746,丁,果,tuax,𥠄,12
上34果,1746,丁,果,tuax,㪜,13
上34果,1746,丁,果,tuax,𩊜,14
上34果,1746,丁,果,tuax,褍,15
上34果,1747,蘇,果,suax,鎖,1
上34果,1747,蘇,果,suax,瑣,2
上34果,1747,蘇,果,suax,溑,3
上34果,1747,蘇,果,suax,葰,4
上34果,1747,蘇,果,suax,䈗,5
上34果,1747,蘇,果,suax,䵀,6
上34果,1747,蘇,果,suax,𩹳,7
上34果,1747,蘇,果,suax,𥔭,8
上34果,1747,蘇,果,suax,䣔,9
上34果,1747,蘇,果,suax,惢,10
上34果,1747,蘇,果,suax,𢱡,11
上34果,1747,蘇,果,suax,𧴪,12
上34果,1748,徒,果,duax,墮,1
上34果,1748,徒,果,duax,垛,2
上34果,1748,徒,果,duax,𤬾,3
上34果,1748,徒,果,duax,䅜,4
上34果,1748,徒,果,duax,𥬲,5
上34果,1748,徒,果,duax,𥳔,6
上34果,1748,徒,果,duax,𩊜,7
上34果,1748,徒,果,duax,䤻,8
上34果,1748,徒,果,duax,憜,9
上34果,1748,徒,果,duax,惰,10
上34果,1748,徒,果,duax,嫷,11
上34果,1748,徒,果,duax,鬌,12
上34果,1748,徒,果,duax,䲊,13
上34果,1748,徒,果,duax,嶞,14
上34果,1749,他,果,thuax,妥,1
上34果,1749,他,果,thuax,嫷,2
上34果,1749,他,果,thuax,隋,3
上34果,1749,他,果,thuax,䲊,4
上34果,1749,他,果,thuax,㟎,5
上34果,1749,他,果,thuax,墮,6
上34果,1749,他,果,thuax,橢,7
上34果,1749,他,果,thuax,𨼰,8
上34果,1749,他,果,thuax,鵎,9
上34果,1750,亡,果,muax,麼,1
上34果,1750,亡,果,muax,𣋟,2
上34果,1750,亡,果,muax,懡,3
上34果,1751,徂,果,zuax,坐,1
上34果,1751,徂,果,zuax,𡋲,2
上34果,1752,五,果,nguax,㛂,1
上34果,1752,五,果,nguax,𠂬,2
上34果,1753,郎,果,luax,裸,1
上34果,1753,郎,果,luax,躶,2
上34果,1753,郎,果,luax,𧝹,3
上34果,1753,郎,果,luax,臝,4
上34果,1753,郎,果,luax,卵,5
上34果,1753,郎,果,luax,瘰,6
上34果,1753,郎,果,luax,𤼠,7
上34果,1753,郎,果,luax,蓏,8
上34果,1753,郎,果,luax,蠃,9
上34果,1754,烏,果,quax,婐,1
上34果,1754,烏,果,quax,倭,2
上34果,1754,烏,果,quax,𥟿,3
上34果,1755,奴,果,nuax,㛂,1
上34果,1755,奴,果,nuax,𢫷,2
上34果,1756,布,火,puax,跛,1
上34果,1756,布,火,puax,簸,2
上34果,1756,布,火,puax,駊,3
上34果,1756,布,火,puax,㝿,4
上34果,1757,普,火,phuax,叵,1
上34果,1757,普,火,phuax,駊,2
上34果,1757,普,火,phuax,頗,3
上34果,1757,普,火,phuax,𡽠,4
上34果,1758,胡,果,ghuax,禍,1
上34果,1758,胡,果,ghuax,𥚁,2
上34果,1758,胡,果,ghuax,夥,3
上34果,1758,胡,果,ghuax,𡖿,4
上34果,1758,胡,果,ghuax,𣄸,5
上34果,1758,胡,果,ghuax,輠,6
上34果,1758,胡,果,ghuax,𨘌,7
上34果,1759,呼,果,huax,火,1
上34果,1759,呼,果,huax,邩,2
上34果,1760,苦,果,khuax,顆,1
上34果,1760,苦,果,khuax,堁,2
上34果,1760,苦,果,khuax,敤,3
上34果,1761,捕,可,buax,爸,1
上34果,1762,倉,果,chuax,脞,1
上34果,1762,倉,果,chuax,䂳,2
上34果,1763,作,可,cax,硰,1
上35馬,1764,莫,下,mrax,馬,1
上35馬,1764,莫,下,mrax,碼,2
上35馬,1764,莫,下,mrax,䣕,3
上35馬,1764,莫,下,mrax,罵,4
上35馬,1764,莫,下,mrax,𥧓,5
上35馬,1764,莫,下,mrax,鷌,6
上35馬,1764,莫,下,mrax,鰢,7
上35馬,1765,章,也,cjax,者,1
上35馬,1765,章,也,cjax,赭,2
上35馬,1765,章,也,cjax,堵,3
上35馬,1766,羊,者,jax,野,1
上35馬,1766,羊,者,jax,𡐨,2
上35馬,1766,羊,者,jax,也,3
上35馬,1766,羊,者,jax,冶,4
上35馬,1766,羊,者,jax,虵,5
上35馬,1767,五,下,ngrax,雅,1
上35馬,1767,五,下,ngrax,疋,2
上35馬,1767,五,下,ngrax,庌,3
上35馬,1767,五,下,ngrax,厊,4
上35馬,1767,五,下,ngrax,㿿,5
上35馬,1768,古,疋,krax,檟,1
上35馬,1768,古,疋,krax,榎,2
上35馬,1768,古,疋,krax,嘏,3
上35馬,1768,古,疋,krax,假,4
上35馬,1768,古,疋,krax,叚,5
上35馬,1768,古,疋,krax,賈,6
上35馬,1768,古,疋,krax,斝,7
上35馬,1768,古,疋,krax,瘕,8
上35馬,1768,古,疋,krax,椵,9
上35馬,1768,古,疋,krax,婽,10
上35馬,1769,砂,下,srax,灑,1
上35馬,1770,烏,下,qrax,啞,1
上35馬,1770,烏,下,qrax,瘂,2
上35馬,1770,烏,下,qrax,𤺘,3
上35馬,1771,徐,野,zsiax,灺,1
上35馬,1771,徐,野,zsiax,抯,2
上35馬,1771,徐,野,zsiax,䵦,3
上35馬,1772,胡,雅,ghrax,下,1
上35馬,1772,胡,雅,ghrax,丅,2
上35馬,1772,胡,雅,ghrax,夏,3
上35馬,1772,胡,雅,ghrax,廈,4
上35馬,1773,悉,姐,siax,寫,1
上35馬,1773,悉,姐,siax,𣞐,2
上35馬,1773,悉,姐,siax,瀉,3
上35馬,1773,悉,姐,siax,𣬕,4
上35馬,1774,𩛠,瓦,cruax,𡎬,1
上35馬,1775,彌,也,miax,乜,1
上35馬,1776,七,也,chiax,且,1
上35馬,1777,許,下,hrax,㗿,1
上35馬,1777,許,下,hrax,閜,2
上35馬,1777,許,下,hrax,襾,3
上35馬,1778,常,者,zjax,社,1
上35馬,1778,常,者,zjax,𥁹,2
上35馬,1778,常,者,zjax,𣝒,3
上35馬,1779,苦,下,khrax,跒,1
上35馬,1780,傍,下,brax,跁,1
上35馬,1780,傍,下,brax,䇑,2
上35馬,1780,傍,下,brax,笆,3
上35馬,1781,書,冶,sjax,捨,1
上35馬,1781,書,冶,sjax,舍,2
上35馬,1781,書,冶,sjax,騇,3
上35馬,1781,書,冶,sjax,䬷,4
上35馬,1781,書,冶,sjax,𩜉,5
上35馬,1782,兹,野,ciax,姐,1
上35馬,1782,兹,野,ciax,抯,2
上35馬,1782,兹,野,ciax,飷,3
上35馬,1783,博,下,prax,把,1
上35馬,1784,胡,瓦,ghruax,踝,1
上35馬,1784,胡,瓦,ghruax,稞,2
上35馬,1784,胡,瓦,ghruax,䋀,3
上35馬,1784,胡,瓦,ghruax,𦖍,4
上35馬,1784,胡,瓦,ghruax,黊,5
上35馬,1784,胡,瓦,ghruax,蘳,6
上35馬,1784,胡,瓦,ghruax,觟,7
上35馬,1784,胡,瓦,ghruax,𩸄,8
上35馬,1784,胡,瓦,ghruax,𢦚,9
上35馬,1784,胡,瓦,ghruax,輠,10
上35馬,1784,胡,瓦,ghruax,䴹,11
上35馬,1785,古,瓦,kruax,寡,1
上35馬,1785,古,瓦,kruax,冎,2
上35馬,1785,古,瓦,kruax,剮,3
上35馬,1785,古,瓦,kruax,𣑍,4
上35馬,1785,古,瓦,kruax,𠊰,5
上35馬,1785,古,瓦,kruax,𠁥,6
上35馬,1785,古,瓦,kruax,䈑,7
上35馬,1785,古,瓦,kruax,𧤐,8
上35馬,1786,五,寡,ngruax,瓦,1
上35馬,1786,五,寡,ngruax,邷,2
上35馬,1787,人,者,njax,若,1
上35馬,1787,人,者,njax,惹,2
上35馬,1787,人,者,njax,𠰒,3
上35馬,1788,側,下,crax,鮓,1
上35馬,1788,側,下,crax,厏,2
上35馬,1788,側,下,crax,謯,3
上35馬,1788,側,下,crax,𥰭,4
上35馬,1788,側,下,crax,痄,5
上35馬,1789,都,賈,trax,觰,1
上35馬,1790,士,下,zrax,槎,1
上35馬,1790,士,下,zrax,厏,2
上35馬,1791,昌,者,chjax,奲,1
上35馬,1791,昌,者,chjax,㨋,2
上35馬,1791,昌,者,chjax,䰩,3
上35馬,1791,昌,者,chjax,哆,4
上35馬,1791,昌,者,chjax,撦,5
上35馬,1792,竹,下,trax,䋾,1
上35馬,1793,奴,下,nrax,䋈,1
上35馬,1794,苦,瓦,khruax,髁,1
上35馬,1794,苦,瓦,khruax,跨,2
上35馬,1794,苦,瓦,khruax,骻,3
上35馬,1794,苦,瓦,khruax,㡁,4
上35馬,1794,苦,瓦,khruax,銙,5
上35馬,1794,苦,瓦,khruax,𢄳,6
上35馬,1794,苦,瓦,khruax,㐄,7
上35馬,1795,叉,瓦,chruax,䂳,1
上35馬,1796,丑,寡,thruax,䊬,1
上35馬,1797,沙,瓦,sruax,葰,1
上35馬,1797,沙,瓦,sruax,𧫝,2
上35馬,1797,沙,瓦,sruax,傻,3
上35馬,1798,丑,下,thrax,奼,1
上35馬,1799,盧,下,lrax,藞,1
上36養,1800,餘,兩,jangx,養,1
上36養,1800,餘,兩,jangx,痒,2
上36養,1800,餘,兩,jangx,癢,3
上36養,1800,餘,兩,jangx,瀁,4
上36養,1800,餘,兩,jangx,蝆,5
上36養,1800,餘,兩,jangx,勨,6
上36養,1800,餘,兩,jangx,𧓲,7
上36養,1801,徐,兩,zsiangx,像,1
上36養,1801,徐,兩,zsiangx,象,2
上36養,1801,徐,兩,zsiangx,蟓,3
上36養,1801,徐,兩,zsiangx,橡,4
上36養,1801,徐,兩,zsiangx,襐,5
上36養,1801,徐,兩,zsiangx,勨,6
上36養,1801,徐,兩,zsiangx,鱌,7
上36養,1801,徐,兩,zsiangx,潒,8
上36養,1801,徐,兩,zsiangx,𨖶,9
上36養,1801,徐,兩,zsiangx,𦺨,10
上36養,1801,徐,兩,zsiangx,嶑,11
上36養,1802,即,兩,ciangx,㢡,1
上36養,1802,即,兩,ciangx,獎,2
上36養,1802,即,兩,ciangx,䉃,3
上36養,1802,即,兩,ciangx,槳,4
上36養,1802,即,兩,ciangx,㯍,5
上36養,1802,即,兩,ciangx,蔣,6
上36養,1803,良,㢡,liangx,㒳,1
上36養,1803,良,㢡,liangx,兩,2
上36養,1803,良,㢡,liangx,脼,3
上36養,1803,良,㢡,liangx,𣓈,4
上36養,1803,良,㢡,liangx,緉,5
上36養,1803,良,㢡,liangx,蜽,6
上36養,1803,良,㢡,liangx,魎,7
上36養,1803,良,㢡,liangx,㔝,8
上36養,1804,於,兩,qiangx,鞅,1
上36養,1804,於,兩,qiangx,柍,2
上36養,1804,於,兩,qiangx,秧,3
上36養,1804,於,兩,qiangx,䬬,4
上36養,1804,於,兩,qiangx,詇,5
上36養,1804,於,兩,qiangx,岟,6
上36養,1804,於,兩,qiangx,駚,7
上36養,1804,於,兩,qiangx,炴,8
上36養,1804,於,兩,qiangx,𧵌,9
上36養,1804,於,兩,qiangx,怏,10
上36養,1804,於,兩,qiangx,紻,11
上36養,1805,其,兩,giangx,勥,1
上36養,1805,其,兩,giangx,彊,2
上36養,1805,其,兩,giangx,弜,3
上36養,1805,其,兩,giangx,誩,4
上36養,1805,其,兩,giangx,滰,5
上36養,1806,魚,兩,ngiangx,仰,1
上36養,1806,魚,兩,ngiangx,䒢,2
上36養,1806,魚,兩,ngiangx,卬,3
上36養,1807,初,兩,chriangx,磢,1
上36養,1807,初,兩,chriangx,㼽,2
上36養,1807,初,兩,chriangx,𠞮,3
上36養,1807,初,兩,chriangx,搶,4
上36養,1807,初,兩,chriangx,漺,5
上36養,1807,初,兩,chriangx,愴,6
上36養,1808,息,兩,siangx,想,1
上36養,1808,息,兩,siangx,鯗,2
上36養,1809,諸,兩,cjangx,掌,1
上36養,1809,諸,兩,cjangx,仉,2
上36養,1809,諸,兩,cjangx,𤓯,3
上36養,1810,疎,兩,sriangx,𤕤,1
上36養,1810,疎,兩,sriangx,爽,2
上36養,1810,疎,兩,sriangx,𦄍,3
上36養,1810,疎,兩,sriangx,鷞,4
上36養,1810,疎,兩,sriangx,塽,5
上36養,1810,疎,兩,sriangx,樉,6
上36養,1810,疎,兩,sriangx,㼽,7
上36養,1810,疎,兩,sriangx,漺,8
上36養,1810,疎,兩,sriangx,䫪,9
上36養,1811,許,兩,hiangx,響,1
上36養,1811,許,兩,hiangx,饗,2
上36養,1811,許,兩,hiangx,蠁,3
上36養,1811,許,兩,hiangx,䖮,4
上36養,1811,許,兩,hiangx,亯,5
上36養,1811,許,兩,hiangx,亨,6
上36養,1811,許,兩,hiangx,嚮,7
上36養,1811,許,兩,hiangx,曏,8
上36養,1812,昌,兩,chjangx,敞,1
上36養,1812,昌,兩,chjangx,𢠵,2
上36養,1812,昌,兩,chjangx,氅,3
上36養,1812,昌,兩,chjangx,𪅶,4
上36養,1812,昌,兩,chjangx,廠,5
上36養,1812,昌,兩,chjangx,䟫,6
上36養,1812,昌,兩,chjangx,僘,7
上36養,1813,居,兩,kiangx,繈,1
上36養,1813,居,兩,kiangx,鏹,2
上36養,1813,居,兩,kiangx,襁,3
上36養,1813,居,兩,kiangx,膙,4
上36養,1813,居,兩,kiangx,憼,5
上36養,1814,直,兩,driangx,丈,1
上36養,1814,直,兩,driangx,杖,2
上36養,1814,直,兩,driangx,仗,3
上36養,1814,直,兩,driangx,㽴,4
上36養,1815,丑,兩,thriangx,昶,1
上36養,1815,丑,兩,thriangx,鋹,2
上36養,1816,居,往,kyangx,獷,1
上36養,1817,如,兩,njangx,壤,1
上36養,1817,如,兩,njangx,䖆,2
上36養,1817,如,兩,njangx,䑋,3
上36養,1817,如,兩,njangx,穰,4
上36養,1817,如,兩,njangx,蠰,5
上36養,1817,如,兩,njangx,攘,6
上36養,1817,如,兩,njangx,躟,7
上36養,1817,如,兩,njangx,𥗝,8
上36養,1818,書,兩,sjangx,賞,1
上36養,1818,書,兩,sjangx,𩞧,2
上36養,1818,書,兩,sjangx,𩞃,3
上36養,1818,書,兩,sjangx,饟,4
上36養,1818,書,兩,sjangx,曏,5
上36養,1819,妃,兩,phyangx,髣,1
上36養,1819,妃,兩,phyangx,彷,2
上36養,1819,妃,兩,phyangx,仿,3
上36養,1819,妃,兩,phyangx,紡,4
上36養,1819,妃,兩,phyangx,鶭,5
上36養,1819,妃,兩,phyangx,鴋,6
上36養,1820,文,兩,myangx,网,1
上36養,1820,文,兩,myangx,網,2
上36養,1820,文,兩,myangx,罔,3
上36養,1820,文,兩,myangx,輞,4
上36養,1820,文,兩,myangx,棢,5
上36養,1820,文,兩,myangx,惘,6
上36養,1820,文,兩,myangx,菵,7
上36養,1820,文,兩,myangx,誷,8
上36養,1820,文,兩,myangx,𡔞,9
上36養,1820,文,兩,myangx,𦖉,10
上36養,1820,文,兩,myangx,蛧,11
上36養,1820,文,兩,myangx,魍,12
上36養,1821,分,网,pyangx,昉,1
上36養,1821,分,网,pyangx,倣,2
上36養,1821,分,网,pyangx,放,3
上36養,1821,分,网,pyangx,瓬,4
上36養,1822,紆,往,qyangx,枉,1
上36養,1822,紆,往,qyangx,𢼟,2
上36養,1822,紆,往,qyangx,𣢫,3
上36養,1822,紆,往,qyangx,汪,4
上36養,1823,于,兩,yangx,往,1
上36養,1823,于,兩,yangx,暀,2
上36養,1824,許,昉,hyangx,怳,1
上36養,1824,許,昉,hyangx,𧧢,2
上36養,1825,七,兩,chiangx,搶,1
上36養,1825,七,兩,chiangx,摤,2
上36養,1826,知,丈,triangx,長,1
上36養,1827,時,掌,zjangx,上,1
上36養,1827,時,掌,zjangx,丄,2
上36養,1828,求,往,gyangx,俇,1
上36養,1829,俱,往,kyangx,臩,1
上36養,1829,俱,往,kyangx,迋,2
上36養,1829,俱,往,kyangx,𠏤,3
上36養,1829,俱,往,kyangx,逛,4
上36養,1830,毗,養,byangx,𩦠,1
上36養,1831,初,丈,chriangx,䫪,1
上36養,1831,初,丈,chriangx,傸,2
上37蕩,1832,徒,朗,dangx,蕩,1
上37蕩,1832,徒,朗,dangx,崵,2
上37蕩,1832,徒,朗,dangx,婸,3
上37蕩,1832,徒,朗,dangx,𥯕,4
上37蕩,1832,徒,朗,dangx,潒,5
上37蕩,1832,徒,朗,dangx,𢠽,6
上37蕩,1832,徒,朗,dangx,愓,7
上37蕩,1832,徒,朗,dangx,璗,8
上37蕩,1832,徒,朗,dangx,盪,9
上37蕩,1832,徒,朗,dangx,䑗,10
上37蕩,1832,徒,朗,dangx,簜,11
上37蕩,1832,徒,朗,dangx,嵣,12
上37蕩,1833,蘇,朗,sangx,顙,1
上37蕩,1833,蘇,朗,sangx,𣞙,2
上37蕩,1833,蘇,朗,sangx,𣡆,3
上37蕩,1833,蘇,朗,sangx,磉,4
上37蕩,1834,古,晃,kuangx,廣,1
上37蕩,1834,古,晃,kuangx,鄺,2
上37蕩,1835,北,朗,pangx,榜,1
上37蕩,1835,北,朗,pangx,牓,2
上37蕩,1835,北,朗,pangx,𣮧,3
上37蕩,1835,北,朗,pangx,螃,4
上37蕩,1835,北,朗,pangx,蒡,5
上37蕩,1835,北,朗,pangx,䰃,6
上37蕩,1836,子,朗,cangx,駔,1
上37蕩,1836,子,朗,cangx,驡,2
上37蕩,1836,子,朗,cangx,髒,3
上37蕩,1837,奴,朗,nangx,曩,1
上37蕩,1837,奴,朗,nangx,灢,2
上37蕩,1838,胡,朗,ghangx,沆,1
上37蕩,1838,胡,朗,ghangx,骯,2
上37蕩,1838,胡,朗,ghangx,䟘,3
上37蕩,1838,胡,朗,ghangx,𡕬,4
上37蕩,1838,胡,朗,ghangx,蚢,5
上37蕩,1838,胡,朗,ghangx,吭,6
上37蕩,1839,他,朗,thangx,曭,1
上37蕩,1839,他,朗,thangx,儻,2
上37蕩,1839,他,朗,thangx,偒,3
上37蕩,1839,他,朗,thangx,戃,4
上37蕩,1839,他,朗,thangx,矘,5
上37蕩,1839,他,朗,thangx,𥯕,6
上37蕩,1839,他,朗,thangx,帑,7
上37蕩,1839,他,朗,thangx,爣,8
上37蕩,1839,他,朗,thangx,𣎲,9
上37蕩,1839,他,朗,thangx,㼒,10
上37蕩,1839,他,朗,thangx,㿩,11
上37蕩,1839,他,朗,thangx,攩,12
上37蕩,1840,模,朗,mangx,莽,1
上37蕩,1840,模,朗,mangx,茻,2
上37蕩,1840,模,朗,mangx,壾,3
上37蕩,1840,模,朗,mangx,䁳,4
上37蕩,1840,模,朗,mangx,䒎,5
上37蕩,1840,模,朗,mangx,㬒,6
上37蕩,1840,模,朗,mangx,䥈,7
上37蕩,1840,模,朗,mangx,蟒,8
上37蕩,1840,模,朗,mangx,漭,9
上37蕩,1840,模,朗,mangx,㟐,10
上37蕩,1841,多,朗,tangx,黨,1
上37蕩,1841,多,朗,tangx,讜,2
上37蕩,1841,多,朗,tangx,欓,3
上37蕩,1841,多,朗,tangx,䣣,4
上37蕩,1841,多,朗,tangx,𧅗,5
上37蕩,1842,盧,黨,langx,朗,1
上37蕩,1842,盧,黨,langx,朖,2
上37蕩,1842,盧,黨,langx,誏,3
上37蕩,1842,盧,黨,langx,俍,4
上37蕩,1842,盧,黨,langx,崀,5
上37蕩,1842,盧,黨,langx,榔,6
上37蕩,1842,盧,黨,langx,㝗,7
